product_id,rating,pros,cons,text,date,text_only_rating,similarity_to_others,lack_of_specifics,superlative_ratio,ad_cliche_ratio,generic_word_ratio,red_flags,green_flags,label
471177947,5,"Приятная к телу ткань, хорошо сшито, красивый рисунок на спине.","Пока все хорошо. Но боюсь, что после стирки рисунок начнет облезать, т.к. при его растягивании он разъезжается. Значит, скорее всего посыпется быстро.","Пока все хорошо, посмотрим что будет после стирки)","23 мая, 18:28",0,0.0667,1.0,0.0,0.0,0.0,0,6,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"23 мая, 17:29",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,КАЧЕСТВО,,,"23 мая, 16:40",0,1.0,1.0,0.0,0.0,0.0,2,4,1
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"23 мая, 12:38",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"22 мая, 20:48",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"Хорошая футболка, взяла на размер больше. Рекомендую",,,"22 мая, 18:30",0,0.2,0.875,0.0,0.625,0.125,1,3,0
471177947,1,,"Лонгслив пришел с браком, который был замечен только после примерки в примерочной с хорошим освещением, оформила заявку на возврат, продавец отказался возвращать деньги! Вот так и получились деньги на ветер)",,"22 мая, 18:02",0,0.027,1.0,0.0114,0.0,0.0,0,6,0
471177947,5,Ткань,Сплошная наклейка,"Стоит своих денег. Ткань мягкая, приятная, без запахов. Лонг очень классный, стоит своих денег. Единственный минус - сплошная наклейка. На солнце жарковато может быть. Но внешний вид и мягкость перекрывают все минусы","22 мая, 15:05",0,0.0417,1.0,0.0139,0.0,0.0278,0,6,0
471177947,5,"Хороший лонгслив , сначала заказала бордовый теперь белый 😍",,,"22 мая, 09:43",0,0.2857,0.875,0.0,0.0,0.125,0,3,0
471177947,3,Принт интересный,"При стирке при температуре, рекомендованной на ярлыке (40°), линяет, испортила вещи. Ткань не гладкая, ворсистая, как будто обещающая катышки- быстро выглядит несвежей",,"22 мая, 00:31",0,0.0435,1.0,0.0,0.0,0.0,0,6,0
471177947,5,покупала xs на 13 лет 150 рост подошёл,,,"21 мая, 13:39",0,0.0,0.5714,0.0,0.0,0.0,0,5,0
471177947,5,"КАЧЕСТВО, УДОБНО НОСИТЬ",Изображение на спине не такое яркое,"Идет оверсайз, прямого кроя, более молочного цвета","21 мая, 10:42",0,0.15,0.9444,0.0,0.0,0.0,0,6,0
471177947,4,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ",,,"21 мая, 04:23",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,Все отлично,,Классный,"20 мая, 19:29",0,0.6667,1.0,0.0,0.0,0.25,3,3,1
471177947,4,,"Убрала одну звезду из-за того что приехала с пятнами, не заметила при покупке, но хорошо что пятна отстирались",,"20 мая, 15:03",0,0.0417,1.0,0.0,0.0,0.0,0,6,0
471177947,5,"Качество отличное, на высокий рост",,,"20 мая, 07:31",0,0.2857,0.8333,0.0,0.8333,0.1667,2,2,1
471177947,5,ХОРОШО СИДИТ,,,"20 мая, 01:08",0,1.0,1.0,0.0,0.0,0.0,2,4,1
471177947,5,,,👍👍👍,"19 мая, 21:38",0,0.0,1.0,0.0,0.0,1.0,2,4,1
471177947,1,Лонгслив хороший и качество супер рисунок не уходит очень хороший товар за такую цену буду заказывать ещё!,Нету,,"19 мая, 20:39",0,0.0968,1.0,0.0434,0.5,0.1,2,4,1
471177947,4,Качество материалов замечательное,Очень шинные рукава,,"19 мая, 16:06",0,0.1429,1.0,0.125,0.0,0.0,1,4,0
471177947,4,Все хорошо,,,"19 мая, 06:18",0,0.3333,1.0,0.0,0.0,0.0,1,4,0
471177947,5,,,Качество очень хорошее. К сожалению размер не подошёл. Жалко что не было размера поменьше.,"19 мая, 01:04",0,0.1333,0.8571,0.0357,0.0,0.0714,0,6,0
471177947,5,"ВНЕШНИЙ ВИД, КАЧЕСТВО, УДОБНО НОСИТЬ",,,"18 мая, 23:55",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,3,НЕУДОБНО НОСИТЬ,,топчиккку,"18 мая, 22:57",0,0.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,Цена качество отлично,"18 мая, 20:12",0,0.7692,1.0,0.0,0.0,0.0,1,5,0
471177947,4,,,"Ношу 52 размер заказала 50 и проооосто утонула в ней,ну очень мне большая.","18 мая, 19:56",0,0.1,0.75,0.0417,0.0,0.0,0,6,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"18 мая, 17:35",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,"Обожаю, мой любимый лонгслив. Качество зебест! Хлопок чистый, мягкий, принт держится уже раз 5 стирала руками, один раз в машинке","18 мая, 17:25",0,0.05,0.9474,0.0194,0.0,0.0,0,6,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"17 мая, 22:24",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,прям все как хотела💔,"17 мая, 21:38",0,0.0667,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,"Один сплошной восторг от товаров этой фирмы. Удачи вам, ребята, и процветания. Качество супер, удовольствие от обладания вещью 10/10","17 мая, 14:16",0,0.0556,1.0,0.0,0.2778,0.0,1,5,0
471177947,5,,,"Супер приятная ткань, было уже много стирок и не застирывается цвет","17 мая, 13:45",0,0.0909,0.9091,0.0,0.0,0.0,0,6,0
471177947,5,Супер лонгслив 😻,,,"17 мая, 13:43",0,0.5,1.0,0.0,0.0,0.0,1,4,0
471177947,5,,,Чудесная майка! Малейшие овцы! Качество трикотажа нами оценено уже не раз. Майки этого производителя уже в нашей семье есть!,"17 мая, 13:15",0,0.0345,1.0,0.0605,0.0,0.0,0,5,0
471177947,5,"ХОРОШО СИДИТ, КАЧЕСТВО",,,"17 мая, 11:06",0,1.0,1.0,0.0,0.0,0.0,2,4,1
471177947,5,"ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"17 мая, 10:38",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,4,"КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"16 мая, 23:11",0,0.5714,1.0,0.0,0.0,0.0,1,4,0
471177947,5,,,Классная рекомендую,"16 мая, 19:51",0,0.0,1.0,0.0,1.0,0.5,3,3,1
471177947,5,,,"Хороший лонгслив, ткань, пошив рост на 1.76 отлично!","16 мая, 19:12",0,0.1429,0.8571,0.0481,0.0,0.1429,0,4,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,классный лонг😍😌,"16 мая, 15:29",0,0.8333,1.0,0.0,0.0,0.0769,1,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"16 мая, 13:22",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"16 мая, 05:00",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"16 мая, 03:19",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,"Прикольная футболка. Закажу ещё другого цвета. На мой 48-50 свободна. Рукав только только. Был бы на пару мм короче, пришлось бы отказаться","16 мая, 00:08",0,0.04,0.9524,0.0,0.2381,0.0,1,5,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, ПРИЯТНО НА ОЩУПЬ",,,"15 мая, 16:15",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ",,,"15 мая, 16:13",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ",,,"15 мая, 12:41",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,,,Отличный лонгслив! На мой 45-56сел хорошо. Не нарадуюсь!,"15 мая, 10:15",0,0.1429,1.0,0.0893,0.0,0.1429,0,3,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"15 мая, 09:50",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ПРИЯТНО НА ОЩУПЬ",,"Качество отличное,но мне не подошел.","15 мая, 09:47",0,0.5,1.0,0.0,0.3846,0.0769,1,4,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ",,,"15 мая, 00:08",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ",,,"14 мая, 21:56",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,Качество ткани очень хорошее.,Болшемирит,"В реальности цвет, ярко желтенький.","14 мая, 21:18",0,0.1538,0.9167,0.0417,0.0,0.0833,0,6,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД",,,"14 мая, 18:01",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,3,,,"Не соответствует размеру , вернули","14 мая, 17:17",0,0.1111,1.0,0.0,0.0,0.0,0,5,0
471177947,5,Все очень хорошо,,,"14 мая, 16:59",0,0.2857,1.0,0.125,0.0,0.0,2,3,1
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"14 мая, 14:51",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"14 мая, 14:48",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,Отличное приобретение. Ковёр на спине огонь! Приятный к телу материал.,"14 мая, 14:19",0,0.1667,0.9,0.0357,0.0,0.1,0,4,0
471177947,5,,,Полное соответствие 😁,"14 мая, 13:50",0,0.0,1.0,0.0,0.0,0.0,1,5,0
471177947,4,,,самый маленький размер очень длинный (,"14 мая, 01:25",0,0.1429,0.8,0.1,0.0,0.0,0,4,0
471177947,4,,,Норм,"13 мая, 22:52",0,0.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,"Реально хороший. Правильный такой оверсайз, отличное качество пошива, приятный к телу материал. Рисунок выдерживает стирку в стиральной машине, никаких изменений.","13 мая, 18:02",0,0.12,0.95,0.0,0.0,0.1,0,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"13 мая, 16:19",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,"Качество отличное, размер соответствует.","13 мая, 15:43",0,0.2,0.75,0.0,1.0,0.25,3,3,1
471177947,5,,,"Очень классный и качественный лонгслив, принт целый","13 мая, 15:16",0,0.25,1.0,0.0714,0.0,0.1429,0,2,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"13 мая, 14:48",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,3,"Очень хотела приобрести, ибо у меня уже есть две, из коллекции.",На картинке цвет более яркий.,"Было бы круто, впереди, так де, как и на коричневой написать..Galala","13 мая, 13:24",0,0.0541,0.9667,0.0167,0.0,0.0,0,6,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"13 мая, 09:42",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"ВНЕШНИЙ ВИД, УДОБНО НОСИТЬ",,,"13 мая, 09:27",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, УДОБНО НОСИТЬ",,,"13 мая, 09:22",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,4,"Очень приятный к телу, качественный","Но при носке оказалось что один рукавами короче другого, сразу на пвз этого не поняла",,"13 мая, 07:54",0,0.1667,1.0,0.0227,0.0,0.0,0,6,0
471177947,5,"Оч приятный материал, красивая качественная кофта",,,"12 мая, 22:28",0,0.1,0.8571,0.0,0.0,0.0,0,5,0
471177947,5,"Лонг замечательный! Стильный, приятный на ощупь, рекомендую!",,,"12 мая, 20:02",0,0.1111,1.0,0.131,0.625,0.0,2,3,1
471177947,5,,,👍🏻,"12 мая, 15:29",0,0.0,1.0,0.0,0.0,1.0,2,4,1
471177947,5,Отличный лонг.,,,"12 мая, 14:55",0,1.0,1.0,0.0,0.0,0.3333,3,3,1
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"12 мая, 14:09",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"Очень красивый, стильный. Цвет как на фото. Большемерит. На размер 48, взяла М. Советую к покупке. 👍",,,"11 мая, 20:36",0,0.1304,0.8125,0.0312,0.625,0.0,1,5,0
471177947,2,,"Написано, что отказ бесплатный, но списали деньги.","Огромная кофта и длинная на 42 р-р. Написано, что отказ бесплатный, но списали деньги.","11 мая, 19:13",0,0.04,1.0,0.0,0.0,0.0,0,6,0
471177947,5,Качество хорошее,"Цвет не соответствует картинке,более баклажановый",Из-за цвета не хотела снизить оценку,"11 мая, 18:54",0,0.1304,0.8824,0.0,0.0,0.0588,0,6,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"11 мая, 18:00",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,"Дополняю отзыв спустя пол года. После куча стирок материал не скатался, принт стойкий. Кофта выглядит как новый. Однозначно стоит своих денег. Рекомендую, не пожалеете.","11 мая, 15:55 · Дополнен",0,0.05,0.9583,0.0,0.4167,0.0,1,5,0
471177947,5,Классный принт.,,Отличное качество!,"11 мая, 15:32",0,0.2,1.0,0.0532,0.0,0.4,1,3,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"11 мая, 14:31",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"11 мая, 14:18",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"Ткань приятная к телу , выглядит очень красиво. Заказывала на размер больше, буду ещё заказывать в других цветах. Я влюбилась в этот лонгслив!😍",,,"11 мая, 12:22",0,0.16,0.9565,0.0378,0.0,0.0,0,6,0
471177947,5,Стал моим любимым лонгом. Ткань очень приятная к телу,,,"11 мая, 10:24",0,0.2143,1.0,0.05,0.0,0.0,0,4,0
471177947,5,,,"Здравствуйте! Качество отличное, не подошёл размер, на мой 48-50 размер, взяла такой же. Очень свободный лонгслив, оверсайз. Поэтому отказ. Хочу поменьше заказать","11 мая, 10:19",0,0.12,0.8571,0.0392,0.2381,0.0476,1,5,0
471177947,5,"Качество хорошее, много раз постирала уже, принт не стирается.",,,"11 мая, 01:31",0,0.2222,0.9,0.0,0.0,0.1,0,4,0
471177947,5,"Классный лонгслив, интересный дизайн. Хорошее качество, после стирки рисунок остался в идеальном состоянии, главное выбрать нужную температуру и режим.",,,"11 мая, 00:06",0,0.1154,1.0,0.0,0.0,0.1,0,5,0
471177947,5,"Хороший лонгслив, ну прямо сильно оверсайз",,,"10 мая, 23:40",0,0.3333,1.0,0.0,0.0,0.1429,0,3,0
471177947,5,Всё!!!,,😍😍😍,"10 мая, 20:56",0,1.0,1.0,0.3261,0.0,0.5,4,2,1
471177947,5,,,Стильно смотрится.,"10 мая, 20:28 · Дополнен",0,0.5,1.0,0.0,0.0,0.0,1,4,0
471177947,5,,,Купила коллеге в подарок. Довольна 😌 качеством и цветом,"10 мая, 20:27 · Дополнен",0,0.1,1.0,0.0,0.0,0.0,0,5,0
471177947,4,классный,пришел не тот принт,,"10 мая, 17:28",0,0.1429,1.0,0.0,0.0,0.1429,0,4,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"10 мая, 11:47",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,1,,,Я разочарована.,"10 мая, 10:46 · Дополнен",0,0.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,Всё. Надо посмотреть ещё что нибудь!!!,,,"10 мая, 06:36",0,0.1667,1.0,0.1471,0.0,0.1429,1,3,0
471177947,5,"Приятная к телу, яркая надпись, хорошо села по размеру",,,"10 мая, 06:28",0,0.1429,1.0,0.0,0.0,0.0,0,5,0
471177947,5,"Печать- хорошо. Ткань очень приятная, мягкая плотная. Не хочется снимать",,,"10 мая, 05:43",0,0.1333,1.0,0.0455,0.0,0.0,0,6,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ПРИЯТНО НА ОЩУПЬ",,,"09 мая, 17:24",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,,,Классный яркий принт. Очень приятная ткань,"09 мая, 11:11",0,0.1429,1.0,0.0833,0.0,0.1667,1,3,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"09 мая, 08:02",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ",,,"09 мая, 04:49",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,"Качество лонгслива хорошее, швы ровные, цвет насыщенный. Очень довольна покупкой.",,,"08 мая, 20:36",0,0.1667,0.9091,0.0455,0.4545,0.0909,1,5,0
471177947,5,,Не подошёл по размеру,,"08 мая, 20:02",0,0.375,0.8,0.0,0.0,0.0,0,4,0
471177947,5,Крутой лонгслив. Советую,,,"08 мая, 19:31",0,0.3333,1.0,0.0,1.0,0.0,2,3,1
471177947,5,Супер качество.,"Большимерка, пришлось перезаказать",,"08 мая, 15:26",0,0.1667,1.0,0.0,0.0,0.0,0,5,0
471177947,5,Ткань хорошая,,,"08 мая, 14:02",0,0.2857,1.0,0.0,0.0,0.3333,2,3,1
471177947,5,Очень понравилась 🥰,,,"08 мая, 05:52",0,0.6667,1.0,0.1667,0.0,0.3333,4,2,1
471177947,5,Качество супер,,,"07 мая, 18:34",0,1.0,1.0,0.0,1.0,0.0,3,3,1
471177947,4,Качество пошива на высоте. Большемерит очень.,Немного расплывчатое изображение узоров.,,"07 мая, 12:49",0,0.1053,0.9167,0.0417,0.0,0.0,0,6,0
471177947,5,"👍👍👍🔥🔥🔥качество отличное! Очень довольна покупкой! Закажу повторно, с другим принтом! К покупке рекомендую! Спасибо производителю и ВБ",,,"07 мая, 11:20",0,0.125,1.0,0.0963,0.8333,0.0556,1,4,0
471177947,5,"ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ",,,"07 мая, 08:31",0,1.0,1.0,0.0,0.0,0.0,1,4,0
471177947,5,качество отличное,"очень оверсайз(большемерит), перезаказала на размер меньше",,"07 мая, 08:31",0,0.2353,0.8182,0.0455,0.4545,0.0909,1,4,0
471177947,5,Невозможно не влюбиться 🤩,,"Качество , стиль, надпись❤Взяла овер-овер, чтобы утонуть и наслаждаться свободой.","06 мая, 23:33",0,0.0625,1.0,0.0,0.0,0.0,0,6,0
471177947,5,"Лонгслив супер. Заказала 2 размера. Взяла меньший. А так .. Очень качественный, красивый лонгслив. Берите не пожалеете. Спасибо продавцу за качественный товар. К покупке однозначно рекомендую.",,,"06 мая, 19:57",0,0.1795,0.96,0.02,0.8,0.0,1,5,0
471177947,5,"Очень красивый, качественно пошитый лонгслив. Всё , как доктор прописал. Стильно и необычно. Спасибо большое продавцу за качественный товар. К покупке однозначно рекомендую.",,,"06 мая, 19:47",0,0.1795,1.0,0.0217,0.4348,0.0435,1,5,0
471177947,4,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"06 мая, 18:52",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"Самый лучший лонгслив в моей жизни, очень удобно и красиво))Все замечательно))",,,"06 мая, 18:22",0,0.0625,1.0,0.0769,0.0,0.0,0,5,0
471177947,5,Ооооооооооочень красивый,Все как надо,"Принт шикарный, швы качественные, все прекрасно, заказывайте!!!!!","06 мая, 13:45",0,0.0714,1.0,0.1334,0.0,0.0,1,5,0
471177947,5,Качество хорошее размер соответствует. Приятно носится презентабельно выглядит,,,"06 мая, 11:10",0,0.25,0.8889,0.0,0.0,0.1111,0,3,0
471177947,5,Всё супер. Немного удлиннён.,,,"06 мая, 10:53",0,0.25,1.0,0.0,0.0,0.2,1,3,0
471177947,5,Качество очень хорошее,"3 раза не могла подобрать размер, оверсайз","На 50-52, в итоге Л хорошо села","06 мая, 10:06",0,0.1765,0.9412,0.0294,0.0,0.0588,0,6,0
471177947,5,"КАЧЕСТВО, ВНЕШНИЙ ВИД, ХОРОШО СИДИТ, УДОБНО НОСИТЬ, ПРИЯТНО НА ОЩУПЬ",,,"06 мая, 09:33",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,,,принт кайф,"05 мая, 22:51",0,0.0,1.0,0.0,0.0,0.0,1,5,0
471177947,4,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ","Порезан лейбол , но это не так страшно. Обидно, что и резинку горловине порезали.",,"05 мая, 19:07",0,0.4167,1.0,0.0,0.0,0.0,0,5,0
471177947,5,Офигенный❤️,,,"05 мая, 17:49",0,0.1667,1.0,0.0,0.0,0.0,1,5,0
471177947,3,Ткань плотная,"Рисунок бледный, как будто застиран. Рукова короткие",,"05 мая, 17:47",0,0.0909,1.0,0.0,0.0,0.0,0,6,0
471177947,1,ПЛОХОЕ КАЧЕСТВО,,,"05 мая, 17:43",0,1.0,1.0,0.0,0.0,0.0,2,4,1
471177947,5,"ХОРОШО СИДИТ, ВНЕШНИЙ ВИД, КАЧЕСТВО, ПРИЯТНО НА ОЩУПЬ, УДОБНО НОСИТЬ",,,"05 мая, 16:48",0,1.0,1.0,0.0,0.0,0.0,1,5,0
471177947,5,"Мы уже ваши постоянные клиенты, сколько мы у вас брали и дети сами и я вообще шикарное качество. Будьте стабильны и мы вам изменять не станем",,,"05 мая, 16:45",0,0.027,1.0,0.0185,0.0,0.0,0,6,0
471177947,5,Классная.ткань приятная хлопок с лайкрой,,,"05 мая, 16:14",0,0.1667,0.8571,0.0,0.0,0.1429,0,4,0
